samp1,samp2,num_sites_where_both_havedata,N_both_het,N_hom_het,N_hom_alt_hom_ref,N_hom_hom_ref,N_hom_hom_alt,pairwise_pi,pairwise_geno
2015KdML0801,2015NkNLo2805,1286,38,43,59,1146,0,86.16666667,80.5
2015KdML0801,2015NkNLo2103b,1285,36,50,60,1139,0,89,85
2015KdML0801,2015NkSHi1502,1262,33,42,44,1143,0,72.33333333,65
2015KdML0801,2015NkNMH1001,1352,36,47,51,1217,1,81.5,74.5
2015KdML0801,2015SSML06,1478,36,71,155,1216,0,162.8333333,190.5
2015KdML0801,2015SSLo09,1368,42,48,145,1133,0,148.6666667,169
2015KdML0801,2015NkNLo0302,1284,49,32,62,1141,0,90,78
2015KdML0801,2015KobHi01,1235,37,52,137,1007,2,142,163
2015KdML0801,2015NkNHi1205,1310,32,29,40,1207,2,62.5,54.5
2015KdML0801,2015NkSML2703b,1409,46,49,5,1297,12,58.5,29.5
2015KdML0801,2015SSMH22,1588,51,69,158,1309,1,173.8333333,192.5
2015KdML0801,2012HBMd02,1312,33,39,72,1160,8,89.5,91.5
2015KdML0801,2015NkNHi0904,1310,25,54,44,1185,2,73,71
2015KdML0801,2015NkSMH1203,1170,34,40,49,1045,2,75.33333333,69
2015KdML0801,2015APRMd09,1303,28,72,158,1044,1,160,194
2015KdML0801,2015-NkS-MH-20-5,1164,32,33,50,1048,1,71.16666667,66.5
2015KdML0801,2015APKHi23,810,21,33,90,666,0,90.5,106.5
2015KdML0801,2015NkSML1301b,1403,48,38,6,1299,12,55,25
2015KdML0801,2015NkNML2105,1344,35,52,42,1215,0,77.33333333,68
2015KdML0801,2015SPHi17,1374,49,62,152,1110,1,165,183
2015KdML0801,2015NkSML3001b,1411,49,29,9,1312,12,53.16666667,23.5
2015KdML0801,2015SSHi13,1328,29,45,129,1124,1,127.8333333,151.5
2015KdML0801,2015SPMd03,1313,46,56,147,1064,0,156.6666667,175
2015KdML0801,2015APKHi08,807,11,51,97,648,0,97.5,122.5
2015KdML0801,2012HBMd01,1300,35,48,59,1150,8,86.66666667,83
2015KdML0801,2015KdMH2204,1406,38,46,4,1311,7,51,27
2015KdML0801,2015SSHi19,1331,30,50,132,1119,0,133,157
2015KdML0801,2015KdML2905,2220,78,122,36,1959,25,137,97
2015KdML0801,2015PhoMH20,1073,32,34,118,889,0,117,135
2015KdML0801,2015NkSLo3802b,1332,31,45,12,1236,8,51.16666667,34.5
2015KdML0801,2015SPMd23,1325,45,62,151,1067,0,161.6666667,182
2015KdML0801,2015NkNML1402,1342,39,37,43,1223,0,73.16666667,61.5
2015KdML0801,2012HBLo01,1187,15,39,54,1074,5,65.5,73.5
2015KdML0801,2012HBLo02,1198,21,58,49,1065,5,75.66666667,78
2015KdML0801,2015NkNHi2403,1310,30,43,46,1191,0,72.16666667,67.5
2015KdML0801,2015KobHi14,1239,34,50,135,1018,2,137.6666667,160
2015KdML0801,2015SSLo02,1358,36,63,143,1116,0,150.8333333,174.5
2014NkNML0504,2015NkNMH1801b,1420,28,55,8,1295,34,51.5,35.5
2014NkNML0504,2015NkSHi2201b,1415,39,55,7,1302,12,58.16666667,34.5
2014NkNML0504,2015NkNHi1205,1450,27,34,9,1354,26,41,26
2014NkNML0504,2015SPMd03,1418,34,49,165,1165,5,157.1666667,189.5
2014NkNML0504,2015NkSLo4001,1299,26,41,42,1189,1,65.83333333,62.5
2014NkNML0504,2015NkSHi0705c,1403,32,50,8,1290,23,51.66666667,33
2014NkNML0504,2014NkSHi0505,1295,30,45,7,1183,30,47.16666667,29.5
2014NkNML0504,2015KdHi0703,1368,31,42,49,1244,2,74.33333333,70
2014NkNML0504,2015SPHi04,1458,41,61,173,1175,8,173.1666667,203.5
2014NkNML0504,2015NkNML0902b,1446,23,46,6,1342,29,42.33333333,29
2014NkNML0504,2015KdLo1501b,1468,41,46,45,1336,0,80.33333333,68
2014NkNML0504,2015SPLo16,1436,34,77,171,1150,4,175.1666667,209.5
2014NkNML0504,2015KdML0905,1350,44,42,46,1213,5,81,67
2014NkNML0504,2015NkSMH0302,1281,26,33,9,1180,33,39.83333333,25.5
2014NkNML0504,2015KdMH1104,1502,38,66,46,1345,7,89,79
2014NkNML0504,2014NkSML2901,1439,34,61,51,1292,1,87.16666667,81.5
2014NkNML0504,2015NkNMH0202,1407,31,43,4,1296,33,44.83333333,25.5
2014NkNML0504,2015NkSLo3702,1290,29,41,41,1177,2,67.16666667,61.5
2014NkNML0504,2015KdML0801,1347,43,38,49,1213,4,80.33333333,68
2014NkNML0504,2015KdHi0302b,1358,30,36,54,1238,0,74,72
2014NkNML0504,2014NkSMH2901,1464,44,47,7,1338,28,57.5,30.5
2014NkNML0504,2015APRMd20,1393,23,58,172,1130,10,159,201
2014NkNML0504,2015PhoMH21,1151,14,53,133,947,4,124.5,159.5
2014NkNML0504,2015NkNLo2805,1310,28,35,68,1176,3,81.5,85.5
2014NkNML0504,2015NkNLo2103b,1309,36,31,72,1167,3,87.5,87.5
2014NkNML0504,2015NkSHi1502,1411,30,54,8,1294,25,52.33333333,35
2014NkNML0504,2015NkNMH1001,1419,30,47,9,1297,36,49.5,32.5
2014NkNML0504,2015SSML06,1585,30,89,165,1293,8,174.5,209.5
2014NkNML0504,2015SSLo09,1419,42,55,179,1140,3,174.8333333,206.5
2014NkNML0504,2015NkNLo0302,1304,33,34,65,1169,3,82.33333333,82
2014NkNML0504,2015KobHi01,1303,38,51,154,1055,5,153.5,179.5
2014NkNML0504,2014NkSLo2604,1394,39,50,44,1260,1,80.33333333,69
2014NkNML0504,2014NkSMH1801,1461,51,43,3,1337,27,57.5,24.5
2014NkNML0504,2015NkSML2703b,1458,38,48,44,1327,1,78.66666667,68
2014NkNML0504,2015SSMH22,1756,43,83,206,1421,3,207.5,247.5
2014NkNML0504,2012HBMd02,1426,28,51,107,1239,1,115.5,132.5
2014NkNML0504,2015NkNHi0904,1440,22,52,19,1321,26,53.33333333,45
2014NkNML0504,2015NkSMH1203,1282,28,41,14,1170,29,48.5,34.5
2014NkNML0504,2015KdLo2702c,1482,37,49,45,1350,1,79.16666667,69.5
2014NkNML0504,2015-NkS-MH-20-5,1274,26,39,9,1170,30,42.83333333,28.5
2014NkNML0504,2015KdLo2004d,1480,37,57,52,1334,0,87.83333333,80.5
2014NkNML0504,2015APKHi23,821,15,27,113,662,4,98.83333333,126.5
2014NkNML0504,2015NkSML1301b,1450,40,40,46,1323,1,77.33333333,66
2014NkNML0504,2014NkSML2605TGCGA,1439,35,58,55,1290,1,89,84
2014NkNML0504,2015NkNML2105,1452,32,48,6,1337,29,49.33333333,30
2014NkNML0504,2015SPHi17,1469,45,62,180,1176,6,181,211
2014NkNML0504,2014NkSLo1001c,1384,34,56,43,1249,2,79.33333333,71
2014NkNML0504,2015NkSML3001b,1461,40,43,44,1333,1,77.5,65.5
2014NkNML0504,2015SSLo02,1402,31,76,176,1116,3,176,214
2014NkNML0504,2014NkNML0702,2300,67,120,40,2027,46,131.3333333,100
2014NkNML0504,2014NkSML2605,1438,37,54,56,1289,2,89,83
2014NkNML0504,2014NkSLo1702,1393,30,58,46,1258,1,79.66666667,75
2014NkNML0504,2015APKHi08,820,8,40,111,654,7,99.33333333,131
2014NkNML0504,2012HBMd01,1416,27,65,101,1222,1,117.8333333,133.5
2014NkNML0504,2015KdMH2204,1510,38,55,41,1371,5,80.16666667,68.5
2014NkNML0504,2015SSHi19,1396,29,65,152,1146,4,153.1666667,184.5
2014NkNML0504,2015KdML2905,1350,38,42,47,1219,4,77.66666667,68
2014NkNML0504,2015PhoMH20,1143,18,47,132,942,4,123.5,155.5
2014NkNML0504,2015SSHi13,1390,24,58,157,1145,6,149.6666667,186
2014NkNML0504,2015NkSLo3802b,1299,22,41,46,1188,2,65.83333333,66.5
2014NkNML0504,2015SPMd23,1429,30,51,167,1174,7,156.8333333,192.5
2014NkNML0504,2014NkSHi0203,1295,40,32,10,1182,31,49.33333333,26
2014NkNML0504,2014NkNML0902,2300,87,109,27,2029,48,130.5,81.5
2014NkNML0504,2015NkNML1402,1450,30,42,9,1340,29,47,30
2014NkNML0504,2015SPLo15,1428,37,67,174,1146,4,174.1666667,207.5
2014NkNML0504,2012HBLo01,1180,12,41,85,1041,1,85.16666667,105.5
2014NkNML0504,2012HBLo02,1183,14,63,86,1020,0,98.16666667,117.5
2014NkNML0504,2015NkNHi2403,1452,23,51,10,1341,27,47.5,35.5
2014NkNML0504,2015KobHi14,1305,33,53,152,1062,5,149.8333333,178.5
2014NkNML0504,2015APRMd09,1383,18,65,180,1115,5,164.5,212.5
2014NkNML0504,2015KdHi0905,1370,31,46,56,1235,2,81,79
2014NkNML0504,2014NkSMH0104,1458,45,46,4,1336,27,55.66666667,27
2014NkNML0504,2014NkSHi2201,1295,37,39,5,1183,31,47.5,24.5
2014NkNML0504,2015KdMH07A04,1964,57,107,109,1684,7,164.1666667,162.5
2015NkNLo0302,2015NkSHi2201b,1260,37,47,56,1118,2,85.5,79.5
2015NkNLo0302,2015NkSLo4001,1546,35,59,100,1348,4,119.5,129.5
2015NkNLo0302,2015NkSHi0705c,1260,27,48,63,1118,4,84,87
2015NkNLo0302,2015SPHi04,1403,48,48,176,1119,12,173.3333333,200
2015NkNLo0302,2015SPLo16,1473,55,83,181,1141,13,198.8333333,222.5
2015NkNLo0302,2015SPLo15,1466,48,84,191,1132,11,201.3333333,233
2015NkNLo0302,2015NkSMH0302,1123,35,27,70,987,4,83.5,83.5
2015NkNLo0302,2015KdMH1104,1321,35,50,59,1177,0,87.66666667,84
2015NkNLo0302,2015NkSML2703b,1533,41,47,106,1337,2,121.5,129.5
2015NkNLo0302,2015NkSLo3702,1508,37,54,86,1329,2,109,113
2015NkNLo0302,2015NkNLo2805,3171,92,143,53,2737,146,168.1666667,124.5
2015NkNLo0302,2015NkNLo2103b,3171,81,140,97,2708,145,188.6666667,167
2015NkNLo0302,2015NkSHi1502,1260,32,46,68,1110,4,89.66666667,91
2015NkNLo0302,2015APRMd20,1360,31,57,166,1092,14,159.8333333,194.5
2015NkNLo0302,2015SSML06,1548,33,93,152,1258,12,169.8333333,198.5
2015NkNLo0302,2015SSLo09,1403,37,48,160,1145,13,155.3333333,184
2015NkNLo0302,2015APRMd09,1349,29,70,168,1068,14,166.3333333,203
2015NkNLo0302,2015KobHi01,1210,35,46,146,971,12,143.6666667,169
2015NkNLo0302,2015SSMH22,1747,59,86,191,1396,15,209.6666667,234
2015NkNLo0302,2012HBMd02,1408,36,55,117,1188,12,129.5,144.5
2015NkNLo0302,2015NkSMH1203,1125,40,31,68,982,4,87.5,83.5
2015NkNLo0302,2015-NkS-MH-20-5,1122,32,33,70,983,4,84.5,86.5
2015NkNLo0302,2015APKHi23,770,18,32,106,606,8,98.66666667,122
2015NkNLo0302,2015NkSML1301b,1503,40,64,77,1322,0,110,109
2015NkNLo0302,2015SPHi17,1408,45,69,179,1101,14,183.8333333,213.5
2015NkNLo0302,2015NkSML3001b,1537,39,44,100,1353,1,114.6666667,122
2015NkNLo0302,2015SSHi13,1430,32,60,133,1192,13,140,163
2015NkNLo0302,2015SPMd03,1328,36,51,161,1068,12,156.8333333,186.5
2015NkNLo0302,2015APKHi08,770,9,42,111,600,8,101,132
2015NkNLo0302,2012HBMd01,1396,45,53,105,1181,12,126.5,131.5
2015NkNLo0302,2015KdMH2204,1324,33,40,58,1193,0,80.66666667,78
2015NkNLo0302,2015SSHi19,1438,40,62,137,1186,13,149,168
2015NkNLo0302,2015PhoMH21,1050,20,55,123,842,10,122.8333333,150.5
2015NkNLo0302,2015PhoMH20,1042,30,39,126,837,10,123.5,145.5
2015NkNLo0302,2015NkSLo3802b,1537,31,54,100,1350,2,114.3333333,127
2015NkNLo0302,2015SPMd23,1333,39,58,164,1061,11,164.3333333,193
2015NkNLo0302,2012HBLo01,1625,23,79,155,1358,10,158.1666667,194.5
2015NkNLo0302,2012HBLo02,1678,22,93,177,1376,10,179.1666667,223.5
2015NkNLo0302,2015KobHi14,1212,37,43,141,979,12,140.1666667,162.5
2015NkNLo0302,2015SSLo02,1386,36,56,162,1118,14,160,190
2014NkSMH1801,2015NkNMH1801b,1467,45,32,17,1349,24,57.33333333,33
2014NkSMH1801,2015NkSHi2201b,1401,41,60,7,1284,9,62,37
2014NkSMH1801,2015APRMd20,1371,33,56,164,1113,5,159.3333333,192
2014NkSMH1801,2015NkSLo4001,1352,34,43,47,1228,0,75.5,68.5
2014NkSMH1801,2015NkSHi0705c,1389,43,33,1,1286,26,45.83333333,17.5
2014NkSMH1801,2015KdHi0703,1350,47,25,38,1240,0,69.16666667,50.5
2014NkSMH1801,2015SPHi04,1516,53,68,181,1209,5,190,215
2014NkSMH1801,2015NkNML0902b,1435,43,30,4,1332,26,46.33333333,19
2014NkSMH1801,2015KdLo1501b,1545,49,62,57,1376,1,101.6666667,88
2014NkSMH1801,2015SPLo16,1534,53,84,179,1213,5,196.6666667,221
2014NkSMH1801,2015KdML0905,1369,53,50,44,1222,0,89.66666667,69
2014NkSMH1801,2015NkSMH0302,1254,40,32,0,1156,26,42.66666667,16
2014NkSMH1801,2015KdMH1104,1519,48,79,39,1352,1,97.5,78.5
2014NkSMH1801,2015KdML0801,1367,47,46,42,1232,0,82.33333333,65
2014NkSMH1801,2015NkNMH0202,1456,50,27,19,1334,26,59.5,32.5
2014NkSMH1801,2015NkSLo3702,1330,39,52,50,1189,0,85.33333333,76
2014NkSMH1801,2014NkSML2901,1418,49,37,38,1293,1,76.5,56.5
2014NkSMH1801,2015KdHi0302b,1341,36,36,38,1231,0,67.33333333,56
2014NkSMH1801,2014NkSMH2901,2439,93,118,46,2140,42,151.6666667,105
2014NkSMH1801,2015PhoMH21,1116,21,55,130,906,4,128.1666667,157.5
2014NkSMH1801,2015NkNLo2805,1452,51,47,81,1269,4,111.5,104.5
2014NkSMH1801,2015NkNLo2103b,1449,40,58,75,1272,4,105.6666667,104
2014NkSMH1801,2015NkSHi1502,1396,41,37,3,1289,26,47.83333333,21.5
2014NkSMH1801,2015NkNMH1001,1466,42,43,16,1337,28,60.16666667,37.5
2014NkSMH1801,2015SSML06,1663,49,99,183,1328,4,204.1666667,232.5
2014NkSMH1801,2015SSLo09,1404,41,47,169,1144,3,163.5,192.5
2014NkSMH1801,2015NkNLo0302,1444,62,41,79,1258,4,114.5,99.5
2014NkSMH1801,2015KobHi01,1357,48,59,161,1085,4,168.8333333,190.5
2014NkSMH1801,2015NkNHi1205,1469,45,31,11,1358,24,52.83333333,26.5
2014NkSMH1801,2015NkSML2703b,1505,49,44,47,1365,0,86,69
2014NkSMH1801,2015SSMH22,1811,69,83,195,1461,3,217.5,236.5
2014NkSMH1801,2012HBMd02,1415,35,70,104,1206,0,127.6666667,139
2014NkSMH1801,2015NkNHi0904,1461,36,51,12,1338,24,57.5,37.5
2014NkSMH1801,2015NkSMH1203,1254,42,29,2,1156,25,43.83333333,16.5
2014NkSMH1801,2015KdLo2702c,1558,44,55,51,1404,4,90.83333333,78.5
2014NkSMH1801,2015-NkS-MH-20-5,1249,32,33,2,1156,26,39.16666667,18.5
2014NkSMH1801,2015KdLo2004d,1556,50,56,59,1390,1,100.6666667,87
2014NkSMH1801,2015APKHi23,778,19,29,97,629,4,91.83333333,111.5
2014NkSMH1801,2015NkSML1301b,1491,51,35,46,1359,0,82.16666667,63.5
2014NkSMH1801,2014NkSML2605TGCGA,1418,51,36,39,1291,1,78,57
2014NkSMH1801,2015NkNML2105,1444,48,33,4,1333,26,51.16666667,20.5
2014NkSMH1801,2015SPHi17,1529,57,71,191,1205,5,200.8333333,226.5
2014NkSMH1801,2015NkSML3001b,1510,47,36,46,1381,0,80,64
2014NkSMH1801,2015SSLo02,1378,34,65,155,1121,3,158.5,187.5
2014NkSMH1801,2014NkSML2605,1418,50,41,43,1283,1,82.5,63.5
2014NkSMH1801,2015SPMd03,1440,37,62,174,1162,5,171.6666667,205
2014NkSMH1801,2015APKHi08,774,10,49,98,613,4,96.5,122.5
2014NkSMH1801,2012HBMd01,1404,53,55,96,1200,0,126.8333333,123.5
2014NkSMH1801,2015KdMH2204,1529,55,47,36,1390,1,84.16666667,59.5
2014NkSMH1801,2015SSHi19,1484,47,62,143,1228,4,157.6666667,174
2014NkSMH1801,2015KdML2905,1370,48,49,40,1232,1,83.16666667,64.5
2014NkSMH1801,2015PhoMH20,1110,25,40,132,909,4,124.6666667,152
2014NkSMH1801,2015SSHi13,1474,35,64,141,1229,5,149.3333333,173
2014NkSMH1801,2015NkSLo3802b,1352,31,45,53,1223,0,78.5,75.5
2014NkSMH1801,2015SPMd23,1446,40,62,174,1165,5,173.6666667,205
2014NkSMH1801,2015NkNML1402,1440,47,36,3,1328,26,51.33333333,21
2014NkSMH1801,2015SPLo15,1517,52,81,182,1197,5,196.5,222.5
2014NkSMH1801,2012HBLo01,1337,19,54,98,1166,0,105,125
2014NkSMH1801,2012HBLo02,1347,28,48,104,1166,1,112,128
2014NkSMH1801,2015NkNHi2403,1473,35,49,11,1354,24,55.16666667,35.5
2014NkSMH1801,2015KobHi14,1369,40,60,164,1101,4,166,194
2014NkSMH1801,2015APRMd09,1361,32,65,162,1097,5,161.8333333,194.5
2014NkSMH1801,2015KdHi0905,1351,41,38,40,1232,0,73,59
2014NkSMH1801,2015KdMH07A04,2116,80,102,112,1813,9,179,163
2015NkSML2703b,2015SPHi04,1489,45,75,171,1198,0,181.5,208.5
2015NkSML2703b,2015SPLo16,1502,44,81,162,1215,0,177.8333333,202.5
2015NkSML2703b,2015SPLo15,1493,44,87,168,1194,0,184.8333333,211.5
2015NkSML2703b,2015APRMd20,1346,28,62,164,1092,0,159,195
2015NkSML2703b,2015KdMH2204,1532,45,40,5,1436,6,53.33333333,25
2015NkSML2703b,2015APRMd09,1335,33,55,167,1080,0,160.8333333,194.5
2015NkSML2703b,2015KobHi01,1353,47,60,145,1101,0,158,175
2015NkSML2703b,2015SSMH22,1772,54,94,190,1433,1,209.6666667,237
2015NkSML2703b,2012HBMd02,1379,29,52,76,1214,8,96,102
2015NkSML2703b,2015KdMH1104,1532,41,58,3,1423,7,58.33333333,32
2015NkSML2703b,2015APKHi23,804,20,44,102,638,0,103.3333333,124
2015NkSML2703b,2015NkSML3001b,2642,83,101,95,2337,26,169.1666667,145.5
2015NkSML2703b,2015SSLo02,1354,42,54,143,1114,1,150.3333333,170
2015NkSML2703b,2015SSHi13,1369,31,53,132,1152,1,135.1666667,158.5
2015NkSML2703b,2015SPMd03,1443,37,63,156,1187,0,160.1666667,187.5
2015NkSML2703b,2015APKHi08,802,10,61,102,629,0,105.1666667,132.5
2015NkSML2703b,2012HBMd01,1369,38,46,63,1214,8,90.33333333,86
2015NkSML2703b,2015SSLo09,1363,36,53,151,1122,1,151.1666667,177.5
2015NkSML2703b,2015SSHi19,1375,34,63,128,1147,3,139.5,159.5
2015NkSML2703b,2015PhoMH21,1156,26,55,128,947,0,130.1666667,155.5
2015NkSML2703b,2015PhoMH20,1150,28,45,137,940,0,132.5,159.5
2015NkSML2703b,2015SPMd23,1451,35,68,162,1186,0,165.3333333,196
2015NkSML2703b,2015SPHi17,1507,55,67,184,1200,1,192.8333333,217.5
2015NkSML2703b,2012HBLo01,1388,17,64,82,1216,9,98,114
2015NkSML2703b,2012HBLo02,1405,29,66,84,1218,8,108.3333333,117
2015NkSML2703b,2015KobHi14,1358,41,58,144,1115,0,152.3333333,173
2015NkSML2703b,2015SSML06,1577,30,92,172,1283,0,180.6666667,218
2015NkSMH1203,2015SPHi04,1278,43,56,164,1009,6,166,192
2015NkSMH1203,2015SPLo16,1330,39,73,162,1049,7,170.5,198.5
2015NkSMH1203,2015SPLo15,1318,39,76,167,1031,5,175.3333333,205
2015NkSMH1203,2015NkSML2703b,1275,39,30,43,1162,1,69.66666667,58
2015NkSMH1203,2015APRMd20,1214,15,56,159,976,8,144,187
2015NkSMH1203,2015KdMH2204,1224,22,41,36,1125,0,59.16666667,56.5
2015NkSMH1203,2015APRMd09,1205,19,56,161,961,8,148,189
2015NkSMH1203,2015KobHi01,1130,27,51,139,909,4,136.1666667,164.5
2015NkSMH1203,2015SSMH22,1598,57,80,173,1283,5,193.3333333,213
2015NkSMH1203,2012HBMd02,1268,34,63,99,1072,0,120.1666667,130.5
2015NkSMH1203,2015KdMH1104,1224,21,56,40,1107,0,68.66666667,68
2015NkSMH1203,2015APKHi23,726,16,30,102,575,3,93.66666667,117
2015NkSMH1203,2015NkSML1301b,1275,37,28,46,1163,1,69.33333333,60
2015NkSMH1203,2015NkSML3001b,1275,36,35,42,1161,1,69.5,59.5
2015NkSMH1203,2015SSLo02,1153,32,61,135,922,3,141.8333333,165.5
2015NkSMH1203,2015SSHi13,1280,24,61,150,1041,4,146.5,180.5
2015NkSMH1203,2015SPMd03,1294,33,55,170,1030,6,162.8333333,197.5
2015NkSMH1203,2015APKHi08,721,14,35,102,567,3,94.83333333,119.5
2015NkSMH1203,2012HBMd01,1252,46,45,94,1067,0,115.8333333,116.5
2015NkSMH1203,2015SSLo09,1170,34,46,137,950,3,137,160
2015NkSMH1203,2015SSHi19,1284,39,58,146,1038,3,152.3333333,175
2015NkSMH1203,2015PhoMH21,977,18,52,120,782,5,118,146
2015NkSMH1203,2015PhoMH20,973,21,39,114,792,7,109.5,133.5
2015NkSMH1203,2015SPMd23,1313,26,62,173,1046,6,163.6666667,204
2015NkSMH1203,2015SPHi17,1287,46,61,167,1006,7,172.5,197.5
2015NkSMH1203,2012HBLo01,1021,15,24,82,900,0,76.66666667,94
2015NkSMH1203,2012HBLo02,1025,23,32,80,890,0,84.66666667,96
2015NkSMH1203,2015KobHi14,1138,30,41,138,925,4,132.5,158.5
2015NkSMH1203,2015SSML06,1499,33,103,178,1181,4,192.1666667,229.5
2014KdML0105,2015NkSHi0705c,1403,32,46,40,1284,1,71,63
2014KdML0105,2014NkNLo0605,1331,32,37,47,1211,4,71.16666667,65.5
2014KdML0105,2014NkSML2901,1560,46,45,6,1451,12,57.16666667,28.5
2014KdML0105,2015NkSLo3702,1455,31,60,23,1335,6,66,53
2014KdML0105,2015APRMd20,1404,25,63,159,1157,0,154.1666667,190.5
2014KdML0105,2015KdMH2204,1502,45,35,3,1411,8,49.5,20.5
2014KdML0105,2015KobHi01,1296,32,58,145,1060,1,147,174
2014KdML0105,2015NkNHi1205,1473,24,44,46,1359,0,68.66666667,68
2014KdML0105,2014NkNMH1005,1310,38,43,44,1179,6,76.16666667,65.5
2014KdML0105,2015KdLo2702c,1782,45,55,55,1612,15,94.16666667,82.5
2014KdML0105,2015KdLo2004d,1779,51,48,53,1611,16,93.33333333,77
2014KdML0105,2014NkSML2605TGCGA,1558,44,38,15,1450,11,58.33333333,34
2014KdML0105,2014NkSLo1702,1518,37,40,27,1403,11,62.66666667,47
2014KdML0105,2014NkNLo2802,1334,30,54,46,1203,1,77.66666667,73
2014KdML0105,2015NkSLo3802b,1484,28,50,22,1376,8,58.33333333,47
2014KdML0105,2015SPMd23,1491,44,75,178,1191,3,185.5,215.5
2014KdML0105,2014NkNML0702,1473,33,42,41,1357,0,70.33333333,62
2014KdML0105,2015KdMH07A04,2335,72,115,160,1984,4,212.1666667,217.5
2014KdML0105,2015NkSHi2201b,1418,41,54,23,1296,4,69.66666667,50
2014KdML0105,2015NkSLo4001,1487,32,51,27,1370,7,64.83333333,52.5
2014KdML0105,2014NkSHi0505,1293,38,44,43,1168,0,76,65
2014KdML0105,2015KdHi0703,1483,47,39,7,1381,9,55.5,26.5
2014KdML0105,2015NkNML0902b,1438,32,43,39,1324,0,68.83333333,60.5
2014KdML0105,2015SPLo16,1600,47,95,186,1272,0,202.8333333,233.5
2014KdML0105,2015SPLo15,1584,52,94,180,1255,3,201.6666667,227
2014KdML0105,2015NkNMH0202,1627,41,34,77,1469,6,95.66666667,94
2014KdML0105,2015KdHi0302b,1468,42,41,6,1369,10,52.5,26.5
2014KdML0105,2014NkSMH2901,1516,38,58,51,1364,5,88.33333333,80
2014KdML0105,2015NkNLo2805,1586,40,48,106,1389,3,121.3333333,130
2014KdML0105,2015NkNLo2103b,1583,34,69,105,1373,2,127.1666667,139.5
2014KdML0105,2015NkNMH1001,1647,33,46,79,1480,9,97.66666667,102
2014KdML0105,2014NkSLo2604,1520,38,48,28,1392,14,68,52
2014KdML0105,2015SSMH22,1872,60,105,213,1493,1,234.5,265.5
2014KdML0105,2015KdMH1104,1494,40,64,1,1378,11,59.33333333,33
2014KdML0105,2015-NkS-MH-20-5,1257,34,33,36,1154,0,63.16666667,52.5
2014KdML0105,2015SSML06,1668,40,111,183,1333,1,204.1666667,238.5
2014KdML0105,2015SPMd03,1483,39,80,171,1190,3,180,211
2014KdML0105,2012HBMd01,1494,38,58,77,1312,9,105.6666667,106
2014KdML0105,2012HBMd02,1505,32,63,84,1320,6,108.8333333,115.5
2014KdML0105,2014NkSHi0203,1287,30,49,44,1164,0,73.83333333,68.5
2014KdML0105,2015APRMd09,1397,25,72,166,1134,0,163.3333333,202
2014KdML0105,2014NkNLo0801,1332,26,64,28,1212,2,68,60
2014KdML0105,2015NkSML3001b,1611,39,46,22,1492,12,63.66666667,45
2014KdML0105,2015NkNMH1801b,1648,31,57,80,1474,6,102.5,108.5
2014KdML0105,2014KdML0401,2872,102,134,129,2476,31,221,196
2014KdML0105,2014NkNHi0705,1503,38,45,46,1372,2,78.5,68.5
2014KdML0105,2015SPHi04,1569,44,70,176,1279,0,181.6666667,211
2014KdML0105,2014NkSMH0104,1509,41,53,47,1363,5,85.16666667,73.5
2014KdML0105,2015KdML0905,1391,52,37,10,1285,7,59.83333333,28.5
2014KdML0105,2015NkSMH0302,1259,31,37,39,1152,0,65.16666667,57.5
2014KdML0105,2015NkSHi1502,1413,36,44,43,1289,1,74.66666667,65
2014KdML0105,2015KdML2905,1391,47,36,6,1295,7,53.33333333,24
2014KdML0105,2015NkSML1301b,1589,45,51,14,1469,10,64.83333333,39.5
2014KdML0105,2015NkNML2105,1447,32,62,37,1316,0,77,68
2014KdML0105,2015SPHi17,1579,45,67,188,1279,0,188.8333333,221.5
2014KdML0105,2014NkSLo1001c,1511,41,37,31,1389,13,66.5,49.5
2014KdML0105,2015SSLo02,1415,31,63,152,1168,1,153.5,183.5
2014KdML0105,2015APKHi08,833,12,72,106,643,0,114.6666667,142
2014KdML0105,2015SSLo09,1429,30,65,147,1187,0,150.5,179.5
2014KdML0105,2015SSHi19,1439,40,73,144,1182,0,159.1666667,180.5
2014KdML0105,2014NkNML0902,1477,37,52,39,1349,0,76.66666667,65
2014KdML0105,2014NkSHi2201,1294,35,55,44,1160,0,80.16666667,71.5
2014KdML0105,2015KdLo1501b,1771,50,52,55,1598,16,96,81
2014KdML0105,2014NkNHi1903,1503,42,48,49,1363,1,84.66666667,73
2014KdML0105,2014KdML2605,2872,77,202,122,2444,27,233.6666667,223
2014KdML0105,2014NkNMH1702b,1314,36,43,43,1185,7,74.16666667,64.5
2014KdML0105,2015KdML0801,1388,48,37,7,1289,7,55.16666667,25.5
2014KdML0105,2014NkNML0504,1468,31,61,42,1334,0,79.16666667,72.5
2014KdML0105,2015NkNLo0302,1581,45,46,105,1382,3,123,128
2014KdML0105,2014NkSMH1801,1515,49,49,47,1364,6,88.5,71.5
2014KdML0105,2015NkSML2703b,1608,47,46,27,1478,10,72.33333333,50
2014KdML0105,2015NkSMH1203,1260,35,43,37,1145,0,69.5,58.5
2014KdML0105,2015APKHi23,834,19,52,103,660,0,107.3333333,129
2014KdML0105,2015NkNHi0904,1468,26,46,47,1346,3,71.66666667,70
2014KdML0105,2014NkSML2605,1551,46,46,9,1442,8,59.66666667,32
2014KdML0105,2015PhoMH21,1110,21,52,122,914,1,121.3333333,148
